Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_7_SiO2_7_Escatllar-site19    0.685    7    2    3.558    -2.807    1.529    1.79    -0.684    1.0    0.5    0.385    0.788    0.77    0.543    0.828
H-MgO_7_SiO2_7_Escatllar-site2    0.8    7    2    3.558    -2.703    1.422    1.833    -0.658    1.0    0.5    0.679    0.504    0.747    0.822    0.655
H-MgO_7_SiO2_7_Escatllar-site20    0.83    7    3    3.558    -2.908    1.422    1.91    -0.7    1.0    0.667    0.455    0.264    0.69    0.666    0.484
H-MgO_7_SiO2_7_Escatllar-site21    1.048    7    2    3.558    -1.93    1.457    1.765    -0.582    1.0    0.5    0.587    0.568    0.834    0.726    0.573
H-MgO_7_SiO2_7_Escatllar-site22    1.197    7    3    3.558    -2.784    1.433    1.887    -0.638    1.0    0.667    0.476    0.222    0.681    0.692    0.474
H-MgO_7_SiO2_7_Escatllar-site23    0.91    7    3    3.558    -4.172    2.045    1.813    -0.381    1.0    0.333    0.175    0.505    0.727    0.476    0.59
H-MgO_7_SiO2_7_Escatllar-site25    0.854    7    3    3.558    -3.006    1.415    1.913    -0.667    1.0    0.667    0.474    0.206    0.692    0.696    0.434
H-MgO_7_SiO2_7_Escatllar-site26    -0.333    7    2    3.558    -3.56    2.03    1.662    -0.353    1.0    0.0    0.498    0.664    0.847    0.594    0.678
H-MgO_7_SiO2_7_Escatllar-site27    0.818    7    2    3.558    -1.951    1.414    1.761    -0.628    1.0    0.5    0.605    0.551    0.823    0.751    0.572
H-MgO_7_SiO2_7_Escatllar-site30    0.518    7    3    3.558    -2.914    1.606    1.854    -0.633    1.0    0.667    0.31    0.531    0.518    0.741    0.514
H-MgO_7_SiO2_7_Escatllar-site31    1.31    7    2    3.558    -1.752    1.424    1.746    -0.591    1.0    0.5    0.618    0.54    0.813    0.768    0.577
H-MgO_7_SiO2_7_Escatllar-site32    0.518    7    2    3.558    -2.716    1.828    1.684    -0.415    1.0    0.0    0.687    0.502    0.736    0.826    0.67
H-MgO_7_SiO2_7_Escatllar-site33    1.192    7    2    3.558    -1.684    1.56    1.752    -0.576    1.0    0.5    0.444    0.725    0.822    0.542    0.764
H-MgO_7_SiO2_7_Escatllar-site34    0.877    7    2    3.558    -1.679    1.512    1.741    -0.546    1.0    0.5    0.509    0.651    0.849    0.608    0.66
H-MgO_8_SiO2_4_Andreas_0-site1    1.156    8    3    3.5    -2.304    1.472    1.886    -0.638    2.0    0.667    0.49    0.185    0.678    0.71    0.454
H-MgO_8_SiO2_4_Andreas_0-site10    1.157    8    3    3.5    -2.292    1.474    1.886    -0.638    2.0    0.667    0.488    0.188    0.679    0.709    0.452
H-MgO_8_SiO2_4_Andreas_0-site13    1.329    8    2    3.5    -1.414    1.339    1.764    -0.625    2.0    0.5    0.688    0.502    0.735    0.826    0.671
H-MgO_8_SiO2_4_Andreas_0-site14    1.295    8    3    3.5    -2.17    1.436    1.921    -0.608    2.0    0.667    0.591    0.091    0.556    0.75    0.602
H-MgO_8_SiO2_4_Andreas_0-site15    1.297    8    3    3.5    -2.162    1.436    1.921    -0.608    2.0    0.667    0.592    0.092    0.555    0.75    0.603
H-MgO_8_SiO2_4_Andreas_0-site19    1.298    8    3    3.5    -2.164    1.437    1.921    -0.608    2.0    0.667    0.592    0.091    0.556    0.75    0.603
H-MgO_8_SiO2_4_Andreas_0-site20    1.154    8    3    3.5    -2.299    1.473    1.886    -0.638    2.0    0.667    0.489    0.187    0.678    0.71    0.453
H-MgO_8_SiO2_4_Andreas_0-site21    1.328    8    2    3.5    -1.404    1.34    1.764    -0.625    2.0    0.5    0.688    0.502    0.735    0.826    0.671
H-MgO_8_SiO2_4_Andreas_0-site23    1.331    8    2    3.5    -1.408    1.339    1.765    -0.625    2.0    0.5    0.688    0.502    0.735    0.826    0.671
H-MgO_8_SiO2_4_Andreas_0-site24    1.334    8    2    3.5    -1.401    1.34    1.765    -0.625    2.0    0.5    0.688    0.502    0.735    0.826    0.671
H-MgO_8_SiO2_4_Andreas_0-site25    1.157    8    3    3.5    -2.299    1.473    1.886    -0.638    2.0    0.667    0.49    0.185    0.677    0.71    0.454
H-MgO_8_SiO2_4_Andreas_0-site7    1.299    8    3    3.5    -2.169    1.436    1.921    -0.608    2.0    0.667    0.592    0.092    0.555    0.75    0.603
H-MgO_8_SiO2_4_Andreas_1-site10    0.059    8    2    3.353    -3.318    1.826    1.675    -0.382    2.0    0.0    0.688    0.502    0.735    0.826    0.671
H-MgO_8_SiO2_4_Andreas_1-site12    0.512    8    3    3.353    -2.949    1.515    1.912    -0.633    2.0    0.667    0.416    0.294    0.715    0.645    0.456
H-MgO_8_SiO2_4_Andreas_1-site13    0.625    8    2    3.353    -2.297    1.389    1.751    -0.612    2.0    0.5    0.588    0.567    0.834    0.727    0.573
H-MgO_8_SiO2_4_Andreas_1-site14    1.744    8    3    3.353    -1.039    0.782    1.942    -0.977    2.0    1.0    0.404    0.337    0.716    0.596    0.492
H-MgO_8_SiO2_4_Andreas_1-site16    0.623    8    2    3.353    -2.304    1.389    1.751    -0.612    2.0    0.5    0.587    0.568    0.834    0.726    0.573
H-MgO_8_SiO2_4_Andreas_1-site18    0.514    8    3    3.353    -2.948    1.515    1.912    -0.634    2.0    0.667    0.417    0.294    0.715    0.645    0.456
H-MgO_8_SiO2_4_Andreas_1-site19    1.617    8    3    3.353    -1.206    0.787    1.93    -0.919    2.0    1.0    0.474    0.228    0.688    0.682    0.453
H-MgO_8_SiO2_4_Andreas_1-site2    0.625    8    2    3.353    -2.303    1.389    1.751    -0.612    2.0    0.5    0.587    0.567    0.834    0.726    0.573
H-MgO_8_SiO2_4_Andreas_1-site20    0.623    8    2    3.353    -2.304    1.389    1.751    -0.612    2.0    0.5    0.588    0.567    0.834    0.727    0.573
H-MgO_8_SiO2_4_Andreas_1-site21    0.514    8    3    3.353    -2.948    1.515    1.912    -0.634    2.0    0.667    0.416    0.294    0.716    0.645    0.456
H-MgO_8_SiO2_4_Andreas_1-site24    0.059    8    2    3.353    -3.311    1.826    1.676    -0.383    2.0    0.0    0.688    0.502    0.735    0.826    0.672
H-MgO_8_SiO2_4_Andreas_1-site26    0.514    8    3    3.353    -2.951    1.514    1.912    -0.633    2.0    0.667    0.417    0.293    0.715    0.646    0.455
H-MgO_8_SiO2_4_Andreas_1-site5    1.616    8    3    3.353    -1.206    0.786    1.931    -0.919    2.0    1.0    0.475    0.227    0.687    0.682    0.453
H-MgO_8_SiO2_4_Andreas_1-site6    1.743    8    3    3.353    -1.034    0.784    1.942    -0.978    2.0    1.0    0.402    0.339    0.716    0.594    0.493
H-MgO_8_SiO2_4_Andreas_2-site11    1.538    8    2    2.994    -1.3    1.409    1.79    -0.588    2.0    0.5    0.687    0.502    0.737    0.825    0.669
H-MgO_8_SiO2_4_Andreas_2-site12    1.849    8    3    2.994    -1.475    0.863    1.949    -0.976    2.0    1.0    0.29    0.522    0.592    0.646    0.579
H-MgO_8_SiO2_4_Andreas_2-site14    1.516    8    2    2.994    -1.818    1.465    1.764    -0.591    2.0    0.5    0.57    0.584    0.842    0.701    0.582
H-MgO_8_SiO2_4_Andreas_2-site16    1.32    8    2    2.994    -1.515    1.388    1.781    -0.617    2.0    0.5    0.635    0.527    0.797    0.788    0.591
H-MgO_8_SiO2_4_Andreas_2-site18    1.476    8    3    2.994    -2.635    1.454    1.879    -0.634    2.0    0.667    0.498    0.175    0.668    0.717    0.469
H-MgO_8_SiO2_4_Andreas_2-site2    0.832    8    3    2.994    -2.701    1.459    1.874    -0.638    2.0    0.667    0.477    0.187    0.691    0.71    0.43
H-MgO_8_SiO2_4_Andreas_2-site20    1.214    8    3    2.994    -2.526    1.443    1.919    -0.657    2.0    0.667    0.488    0.191    0.678    0.707    0.456
H-MgO_8_SiO2_4_Andreas_2-site23    1.673    8    2    2.994    -1.887    1.387    1.779    -0.64    2.0    0.5    0.643    0.522    0.79    0.795    0.599
H-MgO_8_SiO2_4_Andreas_2-site24    1.577    8    2    2.994    -1.454    1.39    1.763    -0.58    2.0    0.5    0.641    0.524    0.792    0.793    0.597
H-MgO_8_SiO2_4_Andreas_2-site25    0.72    8    3    2.994    -2.674    1.513    1.86    -0.673    2.0    0.667    0.315    0.373    0.766    0.556    0.424
H-MgO_8_SiO2_4_Andreas_2-site27    1.044    8    3    2.994    -2.325    1.447    1.888    -0.608    2.0    0.667    0.536    0.072    0.634    0.755    0.499
H-MgO_8_SiO2_4_Andreas_2-site5    1.739    8    3    2.994    -2.534    1.434    1.947    -0.642    2.0    0.667    0.603    0.098    0.54    0.748    0.617
H-MgO_8_SiO2_4_Andreas_2-site8    1.705    8    2    2.994    -1.33    1.379    1.781    -0.601    2.0    0.5    0.681    0.504    0.744    0.823    0.659
H-MgO_8_SiO2_4_Andreas_3-site11    1.388    8    3    3.147    -2.656    1.486    1.867    -0.668    2.0    0.667    0.435    0.274    0.707    0.658    0.458
H-MgO_8_SiO2_4_Andreas_3-site13    1.992    8    3    3.147    -1.54    0.782    1.938    -0.948    2.0    1.0    0.447    0.206    0.72    0.695    0.365
H-MgO_8_SiO2_4_Andreas_3-site14    1.65    8    2    3.147    -1.453    1.416    1.756    -0.579    2.0    0.5    0.629    0.532    0.803    0.781    0.585
H-MgO_8_SiO2_4_Andreas_3-site15    1.036    8    3    3.147    -3.198    1.561    1.868    -0.679    2.0    0.667    0.385    0.366    0.696    0.615    0.536
H-MgO_8_SiO2_4_Andreas_3-site19    1.546    8    2    3.147    -1.558    1.385    1.751    -0.579    2.0    0.5    0.633    0.529    0.8    0.785    0.589
H-MgO_8_SiO2_4_Andreas_3-site20    1.566    8    3    3.147    -2.898    1.477    1.919    -0.707    2.0    0.667    0.459    0.277    0.682    0.658    0.506
H-MgO_8_SiO2_4_Andreas_3-site21    1.99    8    3    3.147    -1.546    0.778    1.938    -0.948    2.0    1.0    0.448    0.204    0.72    0.697    0.365
H-MgO_8_SiO2_4_Andreas_3-site22    1.04    8    3    3.147    -3.208    1.556    1.868    -0.68    2.0    0.667    0.387    0.359    0.701    0.615    0.526
H-MgO_8_SiO2_4_Andreas_3-site23    1.245    8    3    3.147    -2.663    1.485    1.866    -0.671    2.0    0.667    0.432    0.274    0.71    0.657    0.45
H-MgO_8_SiO2_4_Andreas_3-site3    1.654    8    2    3.147    -1.431    1.413    1.757    -0.58    2.0    0.5    0.632    0.53    0.801    0.784    0.588
H-MgO_8_SiO2_4_Andreas_3-site4    1.634    8    2    3.147    -1.64    1.428    1.785    -0.583    2.0    0.5    0.639    0.524    0.793    0.792    0.596
H-MgO_8_SiO2_4_Andreas_3-site5    1.565    8    3    3.147    -2.905    1.48    1.919    -0.707    2.0    0.667    0.457    0.282    0.681    0.655    0.511
H-MgO_8_SiO2_4_Andreas_3-site8    1.635    8    2    3.147    -1.648    1.425    1.784    -0.583    2.0    0.5    0.64    0.524    0.793    0.793    0.596
H-MgO_8_SiO2_4_Andreas_3-site9    1.548    8    2    3.147    -1.549    1.387    1.751    -0.58    2.0    0.5    0.631    0.53    0.801    0.783    0.587
H-MgO_8_SiO2_4_Escatllar-site1    1.607    8    2    2.264    -3.15    1.395    1.739    -0.64    2.0    0.5    0.613    0.545    0.817    0.761    0.575
H-MgO_8_SiO2_4_Escatllar-site10    1.177    8    3    2.264    -3.144    1.429    1.925    -0.642    2.0    0.667    0.561    0.04    0.602    0.761    0.546
H-MgO_8_SiO2_4_Escatllar-site12    1.566    8    3    2.264    -2.317    1.488    1.904    -0.643    2.0    0.667    0.486    0.244    0.672    0.672    0.49
H-MgO_8_SiO2_4_Escatllar-site15    1.885    8    2    2.264    -1.34    1.376    1.774    -0.589    2.0    0.5    0.679    0.505    0.747    0.822    0.654
H-MgO_8_SiO2_4_Escatllar-site17    1.5    8    3    2.264    -2.287    1.463    1.931    -0.617    2.0    0.667    0.538    0.093    0.63    0.75    0.508
H-MgO_8_SiO2_4_Escatllar-site2    1.712    8    3    2.264    -3.02    1.48    1.923    -0.652    2.0    0.667    0.483    0.204    0.679    0.702    0.465
H-MgO_8_SiO2_4_Escatllar-site20    0.981    8    3    2.264    -3.352    1.507    1.91    -0.681    2.0    0.667    0.407    0.387    0.654    0.623    0.599
H-MgO_8_SiO2_4_Escatllar-site21    1.888    8    3    2.264    -1.254    0.796    1.934    -0.94    2.0    1.0    0.468    0.281    0.668    0.659    0.532
H-MgO_8_SiO2_4_Escatllar-site22    1.71    8    2    2.264    -2.984    1.411    1.741    -0.642    2.0    0.5    0.621    0.538    0.81    0.772    0.579
H-MgO_8_SiO2_4_Escatllar-site23    0.317    8    3    2.264    -4.804    2.054    1.857    -0.52    2.0    0.333    0.229    0.522    0.681    0.476    0.67
H-MgO_8_SiO2_4_Escatllar-site26    1.602    8    2    2.264    -1.87    1.369    1.777    -0.631    2.0    0.5    0.697    0.501    0.722    0.828    0.688
H-MgO_8_SiO2_4_Escatllar-site3    1.849    8    2    2.264    -1.473    1.375    1.771    -0.584    2.0    0.5    0.694    0.501    0.726    0.828    0.682
H-MgO_8_SiO2_4_Escatllar-site6    1.305    8    3    2.264    -2.51    1.399    1.929    -0.636    2.0    0.667    0.553    0.072    0.612    0.755    0.533
H-MgO_8_SiO2_4_Escatllar-site8    1.475    8    3    2.264    -2.883    1.475    1.945    -0.624    2.0    0.667    0.486    0.216    0.673    0.696    0.483
H-MgO_8_SiO2_8_Andreas_0-site0    0.849    8    2    3.493    -1.522    1.505    1.759    -0.584    1.0    0.5    0.452    0.716    0.828    0.547    0.752
H-MgO_8_SiO2_8_Andreas_0-site11    0.53    8    3    3.493    -3.093    1.514    1.874    -0.623    1.0    0.667    0.426    0.354    0.66    0.635    0.585
H-MgO_8_SiO2_8_Andreas_0-site12    -0.124    8    3    3.493    -3.535    1.991    1.826    -0.392    1.0    0.333    0.264    0.451    0.737    0.507    0.551
H-MgO_8_SiO2_8_Andreas_0-site13    0.559    8    3    3.493    -3.224    1.473    1.922    -0.688    1.0    0.667    0.488    0.219    0.668    0.694    0.494
H-MgO_8_SiO2_8_Andreas_0-site14    0.836    8    2    3.493    -1.771    1.478    1.761    -0.627    1.0    0.5    0.518    0.641    0.85    0.622    0.645
H-MgO_8_SiO2_8_Andreas_0-site18    0.09    8    2    3.493    -3.627    1.97    1.668    -0.376    1.0    0.0    0.57    0.584    0.842    0.701    0.582
H-MgO_8_SiO2_8_Andreas_0-site19    1.211    8    3    3.493    -2.658    1.427    1.917    -0.706    1.0    0.667    0.48    0.22    0.678    0.693    0.477
H-MgO_8_SiO2_8_Andreas_0-site20    1.046    8    2    3.493    -1.237    1.408    1.78    -0.591    1.0    0.5    0.656    0.515    0.776    0.807    0.617
H-MgO_8_SiO2_8_Andreas_0-site23    0.95    8    2    3.493    -2.406    1.52    1.798    -0.724    1.0    0.5    0.428    0.743    0.81    0.536    0.786
H-MgO_8_SiO2_8_Andreas_0-site25    1.014    8    2    3.493    -1.547    1.384    1.779    -0.642    1.0    0.5    0.651    0.517    0.781    0.804    0.611
H-MgO_8_SiO2_8_Andreas_0-site26    0.976    8    2    3.493    -1.342    1.415    1.756    -0.578    1.0    0.5    0.659    0.513    0.772    0.81    0.622
H-MgO_8_SiO2_8_Andreas_0-site27    0.034    8    3    3.493    -4.007    1.985    1.841    -0.43    1.0    0.333    0.221    0.554    0.6    0.627    0.569
H-MgO_8_SiO2_8_Andreas_0-site28    0.382    8    3    3.493    -2.517    1.678    1.854    -0.638    1.0    0.667    0.254    0.562    0.497    0.781    0.37
H-MgO_8_SiO2_8_Andreas_0-site32    0.931    8    2    3.493    -1.759    1.405    1.768    -0.564    1.0    0.5    0.632    0.529    0.8    0.785    0.588
H-MgO_8_SiO2_8_Andreas_0-site33    0.88    8    2    3.493    -1.748    1.421    1.765    -0.635    1.0    0.5    0.568    0.587    0.843    0.697    0.584
H-MgO_8_SiO2_8_Andreas_0-site34    0.857    8    3    3.493    -3.094    1.454    1.922    -0.696    1.0    0.667    0.503    0.199    0.657    0.706    0.502
H-MgO_8_SiO2_8_Andreas_0-site35    0.424    8    3    3.493    -2.598    1.477    1.878    -0.678    1.0    0.667    0.341    0.39    0.731    0.559    0.513
H-MgO_8_SiO2_8_Andreas_0-site39    1.242    8    3    3.493    -2.258    1.444    1.949    -0.647    1.0    0.667    0.567    0.054    0.593    0.759    0.559
H-MgO_8_SiO2_8_Andreas_0-site9    0.961    8    3    3.493    -2.98    1.444    1.933    -0.694    1.0    0.667    0.507    0.194    0.656    0.707    0.496
H-MgO_8_SiO2_8_Andreas_1-site0    1.018    8    2    3.488    -1.533    1.501    1.762    -0.6    1.0    0.5    0.46    0.707    0.832    0.553    0.74
H-MgO_8_SiO2_8_Andreas_1-site1    -0.124    8    3    3.488    -3.793    2.061    1.849    -0.381    1.0    0.333    0.172    0.609    0.58    0.494    0.749
H-MgO_8_SiO2_8_Andreas_1-site11    0.673    8    3    3.488    -2.724    1.534    1.9    -0.645    1.0    0.667    0.425    0.36    0.658    0.63    0.589
H-MgO_8_SiO2_8_Andreas_1-site12    -0.037    8    3    3.488    -3.551    1.981    1.829    -0.409    1.0    0.333    0.255    0.469    0.72    0.517    0.572
H-MgO_8_SiO2_8_Andreas_1-site13    0.947    8    2    3.488    -2.806    1.48    1.771    -0.688    1.0    0.5    0.527    0.631    0.851    0.635    0.631
H-MgO_8_SiO2_8_Andreas_1-site14    0.9    8    2    3.488    -1.856    1.43    1.752    -0.592    1.0    0.5    0.579    0.575    0.838    0.714    0.576
H-MgO_8_SiO2_8_Andreas_1-site18    -0.064    8    2    3.488    -3.421    1.98    1.663    -0.374    1.0    0.0    0.557    0.599    0.846    0.68    0.594
H-MgO_8_SiO2_8_Andreas_1-site19    0.558    8    3    3.488    -3.348    1.49    1.873    -0.762    1.0    0.667    0.334    0.399    0.732    0.546    0.523
H-MgO_8_SiO2_8_Andreas_1-site20    1.249    8    2    3.488    -1.232    1.404    1.779    -0.587    1.0    0.5    0.656    0.514    0.775    0.807    0.617
H-MgO_8_SiO2_8_Andreas_1-site23    1.006    8    3    3.488    -2.493    1.515    1.914    -0.721    1.0    0.667    0.423    0.36    0.658    0.635    0.589
H-MgO_8_SiO2_8_Andreas_1-site25    1.159    8    2    3.488    -1.456    1.386    1.775    -0.645    1.0    0.5    0.645    0.521    0.788    0.797    0.602
H-MgO_8_SiO2_8_Andreas_1-site26    1.258    8    2    3.488    -1.353    1.419    1.76    -0.575    1.0    0.5    0.677    0.505    0.75    0.821    0.651
H-MgO_8_SiO2_8_Andreas_1-site27    0.768    8    3    3.488    -2.724    1.584    1.891    -0.635    1.0    0.667    0.412    0.404    0.623    0.638    0.632
H-MgO_8_SiO2_8_Andreas_1-site28    0.917    8    3    3.488    -2.657    1.587    1.88    -0.649    1.0    0.667    0.385    0.419    0.634    0.639    0.613
H-MgO_8_SiO2_8_Andreas_1-site32    0.854    8    2    3.488    -1.96    1.414    1.758    -0.613    1.0    0.5    0.592    0.563    0.831    0.733    0.572
H-MgO_8_SiO2_8_Andreas_1-site33    0.911    8    2    3.488    -1.919    1.439    1.757    -0.595    1.0    0.5    0.59    0.565    0.832    0.731    0.572
H-MgO_8_SiO2_8_Andreas_1-site34    0.761    8    3    3.488    -3.12    1.518    1.875    -0.679    1.0    0.667    0.407    0.355    0.682    0.626    0.553
H-MgO_8_SiO2_8_Andreas_1-site35    0.58    8    3    3.488    -2.952    1.517    1.874    -0.707    1.0    0.667    0.311    0.425    0.721    0.552    0.541
H-MgO_8_SiO2_8_Andreas_1-site39    0.974    8    3    3.488    -2.631    1.553    1.905    -0.673    1.0    0.667    0.412    0.36    0.67    0.631    0.572
H-MgO_8_SiO2_8_Andreas_1-site9    0.885    8    3    3.488    -2.375    1.467    1.943    -0.632    1.0    0.667    0.57    0.089    0.587    0.751    0.568
H-MgO_8_SiO2_8_Andreas_2-site1    0.263    8    2    3.256    -3.302    2.023    1.666    -0.361    1.0    0.0    0.492    0.67    0.846    0.587    0.687
H-MgO_8_SiO2_8_Andreas_2-site10    1.477    8    2    3.256    -3.88    1.838    1.682    -0.398    1.0    0.0    0.691    0.502    0.731    0.827    0.676
H-MgO_8_SiO2_8_Andreas_2-site11    1.326    8    2    3.256    -1.501    1.432    1.763    -0.591    1.0    0.5    0.619    0.539    0.812    0.769    0.578
H-MgO_8_SiO2_8_Andreas_2-site12    1.102    8    2    3.256    -1.736    1.436    1.768    -0.59    1.0    0.5    0.6    0.556    0.826    0.744    0.572
H-MgO_8_SiO2_8_Andreas_2-site13    1.34    8    3    3.256    -2.582    1.49    1.925    -0.637    1.0    0.667    0.493    0.208    0.666    0.701    0.493
H-MgO_8_SiO2_8_Andreas_2-site15    1.269    8    2    3.256    -1.459    1.511    1.755    -0.553    1.0    0.5    0.534    0.623    0.85    0.645    0.622
H-MgO_8_SiO2_8_Andreas_2-site16    0.95    8    2    3.256    -2.821    1.465    1.8    -0.62    1.0    0.5    0.574    0.581    0.841    0.706    0.58
H-MgO_8_SiO2_8_Andreas_2-site17    1.492    8    2    3.256    -2.225    1.375    1.776    -0.536    1.0    0.5    0.646    0.52    0.786    0.799    0.604
H-MgO_8_SiO2_8_Andreas_2-site22    0.423    8    2    3.256    -3.654    2.012    1.718    -0.375    1.0    0.0    0.53    0.628    0.851    0.639    0.627
H-MgO_8_SiO2_8_Andreas_2-site23    1.233    8    2    3.256    -1.716    1.463    1.771    -0.6    1.0    0.5    0.596    0.56    0.829    0.738    0.572
H-MgO_8_SiO2_8_Andreas_2-site29    0.657    8    3    3.256    -2.512    1.427    1.945    -0.682    1.0    0.667    0.528    0.1    0.642    0.748    0.49
H-MgO_8_SiO2_8_Andreas_2-site32    1.447    8    2    3.256    -3.082    1.417    1.847    -0.595    1.0    0.5    0.656    0.514    0.775    0.807    0.617
H-MgO_8_SiO2_8_Andreas_2-site34    1.074    8    3    3.256    -3.058    1.461    1.909    -0.686    1.0    0.667    0.444    0.211    0.721    0.692    0.368
H-MgO_8_SiO2_8_Andreas_2-site36    0.822    8    3    3.256    -3.153    1.45    1.922    -0.561    1.0    0.667    0.55    0.076    0.615    0.754    0.529
H-MgO_8_SiO2_8_Andreas_2-site38    1.424    8    2    3.256    -1.686    1.386    1.773    -0.62    1.0    0.5    0.628    0.532    0.804    0.78    0.584
H-MgO_8_SiO2_8_Andreas_2-site39    -0.197    8    3    3.256    -3.848    2.099    1.818    -0.32    1.0    0.333    0.196    0.512    0.706    0.492    0.615
H-MgO_8_SiO2_8_Andreas_2-site4    1.17    8    3    3.256    -2.872    1.47    1.877    -0.649    1.0    0.667    0.478    0.213    0.682    0.697    0.466
H-MgO_8_SiO2_8_Andreas_2-site5    0.601    8    3    3.256    -2.914    1.491    1.884    -0.664    1.0    0.667    0.428    0.258    0.721    0.665    0.413
H-MgO_8_SiO2_8_Andreas_2-site6    -0.143    8    3    3.256    -3.934    2.103    1.795    -0.345    1.0    0.333    0.205    0.498    0.722    0.48    0.602
H-MgO_8_SiO2_8_Andreas_2-site7    0.467    8    3    3.256    -3.099    1.576    1.903    -0.764    1.0    0.667    0.322    0.493    0.593    0.671    0.578
H-MgO_8_SiO2_8_Andreas_2-site8    1.416    8    2    3.256    -1.654    1.464    1.777    -0.607    1.0    0.5    0.602    0.554    0.825    0.747    0.572
H-MgO_8_SiO2_8_Andreas_3-site0    1.112    8    2    3.392    -1.409    1.499    1.759    -0.558    1.0    0.5    0.546    0.611    0.849    0.663    0.607
H-MgO_8_SiO2_8_Andreas_3-site10    1.927    8    2    3.392    -1.938    1.401    1.78    -0.554    1.0    0.5    0.646    0.52    0.786    0.799    0.603
H-MgO_8_SiO2_8_Andreas_3-site13    0.717    8    3    3.392    -3.325    1.48    1.889    -0.666    1.0    0.667    0.42    0.29    0.718    0.64    0.445
H-MgO_8_SiO2_8_Andreas_3-site16    1.072    8    3    3.392    -2.871    1.536    1.927    -0.647    1.0    0.667    0.493    0.318    0.617    0.643    0.625
H-MgO_8_SiO2_8_Andreas_3-site18    -0.056    8    2    3.392    -3.258    2.011    1.672    -0.374    1.0    0.0    0.499    0.662    0.848    0.595    0.676
H-MgO_8_SiO2_8_Andreas_3-site19    1.113    8    3    3.392    -2.721    1.458    1.901    -0.622    1.0    0.667    0.544    0.127    0.62    0.738    0.531
H-MgO_8_SiO2_8_Andreas_3-site24    0.68    8    3    3.392    -2.493    1.422    1.954    -0.675    1.0    0.667    0.544    0.073    0.624    0.755    0.516
H-MgO_8_SiO2_8_Andreas_3-site27    -0.266    8    3    3.392    -3.921    2.106    1.804    -0.363    1.0    0.333    0.205    0.487    0.736    0.478    0.578
H-MgO_8_SiO2_8_Andreas_3-site28    1.028    8    2    3.392    -2.018    1.419    1.769    -0.642    1.0    0.5    0.56    0.595    0.845    0.686    0.59
H-MgO_8_SiO2_8_Andreas_3-site29    -0.394    8    3    3.392    -3.899    2.103    1.817    -0.314    1.0    0.333    0.204    0.511    0.705    0.49    0.621
H-MgO_8_SiO2_8_Andreas_3-site3    1.074    8    3    3.392    -3.092    1.524    1.883    -0.643    1.0    0.667    0.375    0.353    0.73    0.583    0.482
H-MgO_8_SiO2_8_Andreas_3-site31    0.372    8    2    3.392    -3.237    1.845    1.693    -0.378    1.0    0.0    0.702    0.5    0.714    0.829    0.698
H-MgO_8_SiO2_8_Andreas_3-site32    0.977    8    2    3.392    -1.795    1.433    1.767    -0.59    1.0    0.5    0.599    0.557    0.827    0.742    0.572
H-MgO_8_SiO2_8_Andreas_3-site34    -0.071    8    3    3.392    -3.824    1.992    1.878    -0.386    1.0    0.333    0.225    0.55    0.611    0.606    0.591
H-MgO_8_SiO2_8_Andreas_3-site35    1.405    8    2    3.392    -1.664    1.466    1.778    -0.612    1.0    0.5    0.604    0.552    0.824    0.75    0.572
H-MgO_8_SiO2_8_Andreas_3-site37    0.932    8    2    3.392    -1.708    1.469    1.771    -0.599    1.0    0.5    0.593    0.562    0.83    0.735    0.572
H-MgO_8_SiO2_8_Andreas_3-site38    0.828    8    2    3.392    -2.964    1.586    1.756    -0.726    1.0    0.5    0.299    0.869    0.651    0.646    0.826
H-MgO_8_SiO2_8_Andreas_3-site5    0.724    8    3    3.392    -3.246    1.494    1.9    -0.758    1.0    0.667    0.342    0.336    0.767    0.589    0.371
H-MgO_8_SiO2_8_Andreas_3-site6    1.118    8    2    3.392    -1.983    1.364    1.798    -0.581    1.0    0.5    0.669    0.508    0.759    0.817    0.638
H-MgO_8_SiO2_8_Andreas_3-site7    0.389    8    3    3.392    -2.959    1.516    1.866    -0.707    1.0    0.667    0.385    0.293    0.751    0.63    0.365
H-MgO_8_SiO2_8_Andreas_3-site8    1.137    8    2    3.392    -1.472    1.451    1.767    -0.61    1.0    0.5    0.565    0.59    0.844    0.692    0.586
H-MgO_8_SiO2_8_Escatllar-site0    1.02    8    2    3.752    -1.461    1.366    1.78    -0.618    1.0    0.5    0.681    0.504    0.744    0.823    0.658
H-MgO_8_SiO2_8_Escatllar-site16    -0.199    8    2    3.752    -3.168    1.973    1.665    -0.337    1.0    0.0    0.55    0.606    0.848    0.669    0.601
H-MgO_8_SiO2_8_Escatllar-site17    0.775    8    3    3.752    -2.982    1.437    1.915    -0.715    1.0    0.667    0.389    0.341    0.725    0.593    0.48
H-MgO_8_SiO2_8_Escatllar-site18    0.46    8    3    3.752    -2.91    1.529    1.914    -0.73    1.0    0.667    0.392    0.41    0.642    0.63    0.61
H-MgO_8_SiO2_8_Escatllar-site19    0.897    8    2    3.752    -2.064    1.466    1.756    -0.618    1.0    0.5    0.56    0.595    0.846    0.685    0.591
