Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_4_SiO2_4_Andreas_3-site8    1.741    4    2    3.515    -1.624    1.402    1.745    -0.604    1.0    0.5    0.645    0.521    0.787    0.798    0.602
H-MgO_4_SiO2_4_Escatllar-site10    1.709    4    2    3.278    -1.949    1.446    1.741    -0.619    1.0    0.5    0.533    0.624    0.85    0.644    0.623
H-MgO_4_SiO2_4_Escatllar-site11    1.69    4    2    3.278    -1.577    1.406    1.76    -0.58    1.0    0.5    0.646    0.52    0.787    0.798    0.603
H-MgO_4_SiO2_4_Escatllar-site12    0.717    4    3    3.278    -3.993    1.966    1.863    -0.422    1.0    0.333    0.365    0.421    0.697    0.525    0.589
H-MgO_4_SiO2_4_Escatllar-site13    0.911    4    2    3.278    -3.348    2.097    1.72    -0.402    1.0    0.0    0.417    0.754    0.801    0.535    0.799
H-MgO_4_SiO2_4_Escatllar-site14    1.345    4    2    3.278    -1.806    1.376    1.751    -0.585    1.0    0.5    0.666    0.51    0.764    0.815    0.632
H-MgO_4_SiO2_4_Escatllar-site15    1.373    4    2    3.278    -2.328    1.385    1.754    -0.616    1.0    0.5    0.659    0.513    0.772    0.81    0.622
H-MgO_4_SiO2_4_Escatllar-site16    1.764    4    2    3.278    -1.742    1.403    1.754    -0.605    1.0    0.5    0.676    0.506    0.751    0.821    0.65
H-MgO_4_SiO2_4_Escatllar-site17    0.501    4    3    3.278    -3.962    2.047    1.88    -0.598    1.0    0.333    0.208    0.565    0.628    0.505    0.697
H-MgO_4_SiO2_4_Escatllar-site18    1.577    4    2    3.278    -2.007    1.381    1.755    -0.6    1.0    0.5    0.659    0.513    0.772    0.81    0.622
H-MgO_4_SiO2_4_Escatllar-site19    0.759    4    2    3.278    -3.342    2.02    1.668    -0.309    1.0    0.0    0.496    0.666    0.847    0.591    0.681
H-MgO_4_SiO2_4_Escatllar-site8    1.878    4    2    3.278    -1.801    1.417    1.749    -0.584    1.0    0.5    0.646    0.52    0.786    0.799    0.604
H-MgO_4_SiO2_4_Escatllar-site9    1.619    4    2    3.278    -1.94    1.501    1.733    -0.594    1.0    0.5    0.469    0.697    0.837    0.561    0.726
H-MgO_5_SiO2_5_Andreas_0-site1    0.225    5    3    3.502    -3.28    2.086    1.852    -0.326    1.0    0.333    0.301    0.51    0.658    0.475    0.682
H-MgO_5_SiO2_5_Andreas_0-site10    1.32    5    2    3.502    -1.179    1.399    1.777    -0.576    1.0    0.5    0.696    0.501    0.723    0.828    0.687
H-MgO_5_SiO2_5_Andreas_0-site12    1.69    5    3    3.502    -2.203    1.536    1.947    -0.625    1.0    0.667    0.399    0.441    0.658    0.52    0.622
H-MgO_5_SiO2_5_Andreas_0-site13    0.553    5    2    3.502    -3.532    2.001    1.654    -0.406    1.0    0.0    0.502    0.659    0.848    0.599    0.671
H-MgO_5_SiO2_5_Andreas_0-site14    1.84    5    2    3.502    -1.331    1.403    1.776    -0.576    1.0    0.5    0.728    0.503    0.674    0.825    0.746
H-MgO_5_SiO2_5_Andreas_0-site15    0.384    5    3    3.502    -3.516    2.101    1.85    -0.398    1.0    0.333    0.168    0.552    0.654    0.543    0.622
H-MgO_5_SiO2_5_Andreas_0-site19    0.478    5    3    3.502    -3.618    1.98    1.848    -0.411    1.0    0.333    0.25    0.49    0.699    0.514    0.608
H-MgO_5_SiO2_5_Andreas_0-site20    1.809    5    2    3.502    -1.836    1.429    1.761    -0.641    1.0    0.5    0.617    0.541    0.814    0.766    0.577
H-MgO_5_SiO2_5_Andreas_0-site21    1.422    5    3    3.502    -2.229    1.435    1.969    -0.648    1.0    0.667    0.574    0.07    0.582    0.756    0.572
H-MgO_5_SiO2_5_Andreas_0-site22    1.284    5    2    3.502    -1.531    1.451    1.77    -0.6    1.0    0.5    0.599    0.557    0.827    0.743    0.572
H-MgO_5_SiO2_5_Andreas_0-site24    1.01    5    2    3.502    -1.461    1.442    1.76    -0.604    1.0    0.5    0.579    0.576    0.838    0.713    0.577
H-MgO_5_SiO2_5_Andreas_0-site4    0.712    5    3    3.502    -2.449    1.526    1.858    -0.599    1.0    0.667    0.463    0.231    0.692    0.687    0.457
H-MgO_5_SiO2_5_Andreas_0-site5    1.614    5    3    3.502    -2.286    1.422    1.935    -0.651    1.0    0.667    0.526    0.118    0.644    0.741    0.488
H-MgO_5_SiO2_5_Andreas_0-site6    0.825    5    2    3.502    -1.676    1.423    1.77    -0.598    1.0    0.5    0.598    0.557    0.827    0.742    0.572
H-MgO_5_SiO2_5_Andreas_1-site1    1.306    5    3    3.366    -2.307    1.433    1.952    -0.656    1.0    0.667    0.566    0.067    0.594    0.756    0.556
H-MgO_5_SiO2_5_Andreas_1-site10    1.055    5    2    3.366    -1.439    1.442    1.761    -0.602    1.0    0.5    0.577    0.578    0.839    0.71    0.578
H-MgO_5_SiO2_5_Andreas_1-site11    1.216    5    2    3.366    -1.435    1.446    1.769    -0.587    1.0    0.5    0.596    0.559    0.829    0.739    0.572
H-MgO_5_SiO2_5_Andreas_1-site13    0.1    5    3    3.366    -3.621    2.1    1.827    -0.32    1.0    0.333    0.199    0.511    0.704    0.501    0.608
H-MgO_5_SiO2_5_Andreas_1-site15    0.348    5    3    3.366    -3.559    1.984    1.85    -0.407    1.0    0.333    0.262    0.49    0.691    0.519    0.615
H-MgO_5_SiO2_5_Andreas_1-site16    0.58    5    3    3.366    -3.311    2.062    1.834    -0.333    1.0    0.333    0.293    0.512    0.659    0.48    0.68
H-MgO_5_SiO2_5_Andreas_1-site17    1.587    5    2    3.366    -1.121    1.402    1.78    -0.57    1.0    0.5    0.705    0.5    0.71    0.829    0.703
H-MgO_5_SiO2_5_Andreas_1-site20    1.829    5    2    3.366    -1.69    1.421    1.753    -0.608    1.0    0.5    0.67    0.508    0.758    0.818    0.64
H-MgO_5_SiO2_5_Andreas_1-site21    1.695    5    2    3.366    -1.413    1.512    1.757    -0.544    1.0    0.5    0.533    0.624    0.85    0.644    0.623
H-MgO_5_SiO2_5_Andreas_1-site22    0.392    5    3    3.366    -3.734    1.997    1.921    -0.585    1.0    0.333    0.216    0.538    0.663    0.496    0.672
H-MgO_5_SiO2_5_Andreas_1-site23    1.014    5    2    3.366    -1.617    1.419    1.772    -0.597    1.0    0.5    0.605    0.551    0.822    0.752    0.572
H-MgO_5_SiO2_5_Andreas_1-site24    1.474    5    2    3.366    -2.141    1.379    1.758    -0.624    1.0    0.5    0.655    0.515    0.777    0.806    0.615
H-MgO_5_SiO2_5_Andreas_1-site3    1.612    5    3    3.366    -2.565    1.416    1.908    -0.63    1.0    0.667    0.506    0.145    0.666    0.73    0.458
H-MgO_5_SiO2_5_Andreas_1-site4    0.849    5    3    3.366    -2.578    1.494    1.885    -0.611    1.0    0.667    0.468    0.263    0.674    0.672    0.515
H-MgO_5_SiO2_5_Andreas_1-site7    0.564    5    2    3.366    -3.232    2.008    1.657    -0.36    1.0    0.0    0.498    0.664    0.847    0.594    0.678
H-MgO_5_SiO2_5_Andreas_2-site1    1.792    5    2    2.915    -1.583    1.425    1.758    -0.553    1.0    0.5    0.602    0.554    0.825    0.747    0.572
H-MgO_5_SiO2_5_Andreas_2-site13    1.395    5    2    2.915    -2.512    1.389    1.765    -0.636    1.0    0.5    0.669    0.508    0.759    0.817    0.638
H-MgO_5_SiO2_5_Andreas_2-site16    1.343    5    2    2.915    -1.834    1.392    1.776    -0.623    1.0    0.5    0.614    0.543    0.816    0.763    0.575
H-MgO_5_SiO2_5_Andreas_2-site17    1.572    5    2    2.915    -2.316    1.407    1.757    -0.632    1.0    0.5    0.663    0.511    0.767    0.813    0.628
H-MgO_5_SiO2_5_Andreas_2-site19    0.904    5    3    2.915    -3.425    1.515    1.894    -0.682    1.0    0.667    0.452    0.333    0.648    0.643    0.594
H-MgO_5_SiO2_5_Andreas_2-site2    1.275    5    3    2.915    -3.046    1.522    1.876    -0.651    1.0    0.667    0.478    0.256    0.665    0.676    0.525
H-MgO_5_SiO2_5_Andreas_2-site20    0.94    5    2    2.915    -3.471    2.068    1.65    -0.299    1.0    0.0    0.49    0.673    0.845    0.584    0.691
H-MgO_5_SiO2_5_Andreas_2-site22    1.347    5    2    2.915    -2.083    1.477    1.72    -0.582    1.0    0.5    0.537    0.62    0.85    0.649    0.618
H-MgO_5_SiO2_5_Andreas_2-site24    1.253    5    3    2.915    -3.032    1.523    1.876    -0.648    1.0    0.667    0.477    0.261    0.664    0.673    0.531
H-MgO_5_SiO2_5_Andreas_2-site4    1.346    5    2    2.915    -2.123    1.476    1.721    -0.578    1.0    0.5    0.535    0.623    0.85    0.646    0.621
H-MgO_5_SiO2_5_Andreas_2-site7    0.941    5    2    2.915    -3.448    2.071    1.65    -0.299    1.0    0.0    0.481    0.683    0.842    0.574    0.706
H-MgO_5_SiO2_5_Andreas_2-site8    0.915    5    3    2.915    -3.396    1.496    1.895    -0.681    1.0    0.667    0.474    0.283    0.657    0.663    0.555
H-MgO_5_SiO2_5_Andreas_2-site9    1.788    5    2    2.915    -1.644    1.423    1.756    -0.556    1.0    0.5    0.6    0.556    0.826    0.744    0.572
H-MgO_5_SiO2_5_Andreas_3-site10    1.043    5    3    2.822    -3.204    1.457    1.905    -0.638    1.0    0.667    0.541    0.117    0.625    0.742    0.521
H-MgO_5_SiO2_5_Andreas_3-site11    1.651    5    2    2.822    -2.432    1.386    1.764    -0.539    1.0    0.5    0.569    0.586    0.843    0.698    0.583
H-MgO_5_SiO2_5_Andreas_3-site12    0.976    5    2    2.822    -3.45    2.064    1.651    -0.291    1.0    0.0    0.462    0.705    0.833    0.555    0.737
H-MgO_5_SiO2_5_Andreas_3-site15    1.835    5    2    2.822    -1.359    1.411    1.761    -0.56    1.0    0.5    0.624    0.535    0.807    0.776    0.582
H-MgO_5_SiO2_5_Andreas_3-site16    1.565    5    2    2.822    -1.79    1.439    1.729    -0.585    1.0    0.5    0.586    0.569    0.835    0.724    0.573
H-MgO_5_SiO2_5_Andreas_3-site18    1.452    5    2    2.822    -2.793    1.381    1.751    -0.637    1.0    0.5    0.65    0.518    0.782    0.803    0.609
H-MgO_5_SiO2_5_Andreas_3-site19    1.627    5    2    2.822    -2.601    1.413    1.745    -0.619    1.0    0.5    0.65    0.517    0.782    0.803    0.609
H-MgO_5_SiO2_5_Andreas_3-site2    1.61    5    2    2.822    -1.664    1.379    1.778    -0.63    1.0    0.5    0.63    0.531    0.803    0.782    0.586
H-MgO_5_SiO2_5_Andreas_3-site21    1.368    5    3    2.822    -2.764    1.508    1.875    -0.627    1.0    0.667    0.485    0.243    0.663    0.683    0.519
H-MgO_5_SiO2_5_Andreas_3-site3    0.829    5    2    2.822    -4.129    2.08    1.647    -0.28    1.0    0.0    0.472    0.693    0.838    0.564    0.721
H-MgO_5_SiO2_5_Andreas_3-site5    1.492    5    2    2.822    -2.702    1.423    1.734    -0.526    1.0    0.5    0.568    0.587    0.843    0.697    0.584
H-MgO_5_SiO2_5_Andreas_3-site6    1.033    5    3    2.822    -3.413    1.549    1.9    -0.659    1.0    0.667    0.422    0.404    0.614    0.639    0.643
H-MgO_5_SiO2_5_Andreas_3-site8    1.264    5    3    2.822    -2.827    1.48    1.89    -0.655    1.0    0.667    0.508    0.187    0.654    0.712    0.501
H-MgO_5_SiO2_5_Escatllar-site1    0.429    5    3    3.425    -3.63    1.987    1.844    -0.392    1.0    0.333    0.272    0.462    0.719    0.512    0.581
H-MgO_5_SiO2_5_Escatllar-site10    0.259    5    2    3.425    -3.609    1.995    1.658    -0.407    1.0    0.0    0.504    0.657    0.849    0.601    0.668
H-MgO_5_SiO2_5_Escatllar-site12    1.869    5    2    3.425    -1.347    1.409    1.784    -0.581    1.0    0.5    0.734    0.504    0.665    0.822    0.755
H-MgO_5_SiO2_5_Escatllar-site14    1.186    5    2    3.425    -1.608    1.45    1.772    -0.605    1.0    0.5    0.601    0.555    0.825    0.746    0.572
H-MgO_5_SiO2_5_Escatllar-site15    1.299    5    2    3.425    -1.098    1.393    1.789    -0.601    1.0    0.5    0.684    0.503    0.74    0.825    0.664
H-MgO_5_SiO2_5_Escatllar-site16    0.19    5    3    3.425    -3.394    2.12    1.833    -0.301    1.0    0.333    0.233    0.546    0.645    0.492    0.693
H-MgO_5_SiO2_5_Escatllar-site17    0.251    5    3    3.425    -3.818    2.053    1.835    -0.367    1.0    0.333    0.262    0.48    0.703    0.521    0.598
H-MgO_5_SiO2_5_Escatllar-site19    1.043    5    3    3.425    -2.582    1.446    1.933    -0.635    1.0    0.667    0.575    0.101    0.581    0.747    0.571
H-MgO_5_SiO2_5_Escatllar-site20    1.16    5    2    3.425    -1.402    1.454    1.761    -0.591    1.0    0.5    0.575    0.58    0.84    0.707    0.579
H-MgO_5_SiO2_5_Escatllar-site21    1.556    5    2    3.425    -1.916    1.425    1.759    -0.647    1.0    0.5    0.599    0.556    0.827    0.743    0.572
H-MgO_5_SiO2_5_Escatllar-site24    1.145    5    3    3.425    -2.285    1.45    1.925    -0.618    1.0    0.667    0.585    0.085    0.567    0.752    0.589
H-MgO_5_SiO2_5_Escatllar-site3    1.011    5    3    3.425    -2.46    1.484    1.879    -0.644    1.0    0.667    0.35    0.367    0.742    0.571    0.473
H-MgO_5_SiO2_5_Escatllar-site5    0.387    5    3    3.425    -3.643    2.086    1.832    -0.383    1.0    0.333    0.202    0.537    0.658    0.544    0.621
H-MgO_5_SiO2_5_Escatllar-site7    1.476    5    3    3.425    -2.303    1.56    1.919    -0.636    1.0    0.667    0.353    0.477    0.658    0.499    0.651
H-MgO_5_SiO2_5_Escatllar-site9    1.005    5    2    3.425    -1.775    1.425    1.774    -0.596    1.0    0.5    0.608    0.548    0.82    0.755    0.573
H-MgO_6_SiO2_3_Andreas_0-site0    1.935    6    2    3.418    -1.559    1.433    1.784    -0.589    2.0    0.5    0.64    0.524    0.793    0.793    0.596
H-MgO_6_SiO2_3_Andreas_0-site1    1.932    6    2    3.418    -1.566    1.433    1.784    -0.589    2.0    0.5    0.639    0.524    0.793    0.792    0.596
H-MgO_6_SiO2_3_Andreas_0-site10    1.824    6    3    3.418    -1.167    0.793    1.922    -0.92    2.0    1.0    0.452    0.197    0.716    0.701    0.369
H-MgO_6_SiO2_3_Andreas_0-site12    1.93    6    2    3.418    -1.431    1.438    1.789    -0.573    2.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_6_SiO2_3_Andreas_0-site15    1.833    6    3    3.418    -1.163    0.793    1.923    -0.92    2.0    1.0    0.452    0.196    0.716    0.701    0.369
H-MgO_6_SiO2_3_Andreas_0-site17    0.607    6    3    3.418    -2.745    1.552    1.876    -0.663    2.0    0.667    0.338    0.403    0.727    0.541    0.537
H-MgO_6_SiO2_3_Andreas_0-site2    1.93    6    2    3.418    -1.431    1.439    1.789    -0.573    2.0    0.5    0.675    0.506    0.753    0.82    0.647
H-MgO_6_SiO2_3_Andreas_0-site5    1.361    6    2    3.418    -2.481    1.42    1.847    -0.651    2.0    0.5    0.665    0.51    0.765    0.814    0.63
H-MgO_6_SiO2_3_Andreas_0-site7    1.44    6    3    3.418    -2.504    1.486    1.911    -0.655    2.0    0.667    0.503    0.171    0.667    0.717    0.464
H-MgO_6_SiO2_3_Andreas_0-site9    1.363    6    2    3.418    -2.477    1.42    1.847    -0.65    2.0    0.5    0.665    0.51    0.765    0.814    0.631
H-MgO_6_SiO2_3_Andreas_1-site1    1.61    6    1    3.337    -2.448    1.441    1.634    -0.653    2.0    0.0    1.0    1.0    1.0    1.0    1.0
H-MgO_6_SiO2_3_Andreas_1-site10    1.88    6    3    3.337    -1.271    0.78    1.918    -0.931    2.0    1.0    0.428    0.227    0.734    0.68    0.343
H-MgO_6_SiO2_3_Andreas_1-site12    1.984    6    2    3.337    -1.437    1.446    1.8    -0.583    2.0    0.5    0.666    0.51    0.764    0.815    0.632
H-MgO_6_SiO2_3_Andreas_1-site15    1.484    6    3    3.337    -1.265    0.78    1.919    -0.931    2.0    1.0    0.427    0.228    0.734    0.679    0.344
H-MgO_6_SiO2_3_Andreas_1-site17    1.983    6    2    3.337    -1.437    1.445    1.799    -0.583    2.0    0.5    0.667    0.509    0.762    0.815    0.634
H-MgO_6_SiO2_3_Andreas_1-site2    1.643    6    3    3.337    -2.782    1.505    1.886    -0.686    2.0    0.667    0.402    0.309    0.729    0.62    0.442
H-MgO_6_SiO2_3_Andreas_1-site5    1.983    6    2    3.337    -1.43    1.446    1.799    -0.582    2.0    0.5    0.669    0.508    0.759    0.817    0.638
H-MgO_6_SiO2_3_Andreas_1-site6    0.976    6    3    3.337    -2.805    1.512    1.883    -0.688    2.0    0.667    0.384    0.334    0.733    0.599    0.457
H-MgO_6_SiO2_3_Andreas_1-site7    1.617    6    1    3.337    -2.454    1.442    1.635    -0.653    2.0    0.0    1.0    1.0    1.0    1.0    1.0
H-MgO_6_SiO2_3_Andreas_1-site9    1.982    6    2    3.337    -1.428    1.446    1.8    -0.582    2.0    0.5    0.669    0.508    0.76    0.817    0.638
H-MgO_6_SiO2_3_Andreas_2-site11    0.546    6    3    3.048    -3.16    1.441    1.87    -0.655    2.0    0.667    0.431    0.252    0.722    0.665    0.402
H-MgO_6_SiO2_3_Andreas_2-site13    1.281    6    2    3.048    -2.844    1.44    1.821    -0.642    2.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_6_SiO2_3_Andreas_2-site18    1.414    6    2    3.048    -1.862    1.406    1.811    -0.616    2.0    0.5    0.674    0.506    0.753    0.82    0.647
H-MgO_6_SiO2_3_Andreas_2-site19    1.878    6    3    3.048    -1.245    0.81    1.954    -0.925    2.0    1.0    0.467    0.249    0.691    0.666    0.46
H-MgO_6_SiO2_3_Andreas_2-site2    0.546    6    3    3.048    -3.152    1.44    1.871    -0.654    2.0    0.667    0.432    0.251    0.722    0.666    0.402
H-MgO_6_SiO2_3_Andreas_2-site20    1.414    6    2    3.048    -1.861    1.406    1.811    -0.616    2.0    0.5    0.674    0.506    0.753    0.82    0.647
H-MgO_6_SiO2_3_Andreas_2-site4    1.28    6    2    3.048    -2.849    1.44    1.82    -0.642    2.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_6_SiO2_3_Andreas_2-site6    1.069    6    3    3.048    -2.684    1.597    1.873    -0.678    2.0    0.667    0.313    0.477    0.686    0.484    0.648
H-MgO_6_SiO2_3_Andreas_2-site8    2.278    6    2    3.048    -1.405    1.429    1.795    -0.591    2.0    0.5    0.703    0.5    0.714    0.829    0.699
H-MgO_6_SiO2_3_Andreas_2-site9    2.279    6    2    3.048    -1.405    1.429    1.794    -0.59    2.0    0.5    0.703    0.5    0.714    0.829    0.699
H-MgO_6_SiO2_3_Andreas_3-site1    1.836    6    2    2.883    -1.907    1.404    1.838    -0.619    2.0    0.5    0.701    0.5    0.716    0.829    0.695
H-MgO_6_SiO2_3_Andreas_3-site10    2.126    6    3    2.883    -1.436    0.807    1.952    -0.921    2.0    1.0    0.496    0.166    0.673    0.721    0.455
H-MgO_6_SiO2_3_Andreas_3-site13    1.792    6    2    2.883    -1.699    1.389    1.742    -0.655    2.0    0.5    0.59    0.565    0.832    0.73    0.572
H-MgO_6_SiO2_3_Andreas_3-site16    1.618    6    3    2.883    -2.326    1.431    1.958    -0.651    2.0    0.667    0.576    0.052    0.579    0.759    0.576
H-MgO_6_SiO2_3_Andreas_3-site17    1.536    6    2    2.883    -1.918    1.407    1.755    -0.647    2.0    0.5    0.615    0.543    0.815    0.764    0.576
H-MgO_6_SiO2_3_Andreas_3-site18    0.756    6    3    2.883    -3.491    2.018    1.874    -0.486    2.0    0.333    0.176    0.564    0.625    0.57    0.619
H-MgO_6_SiO2_3_Andreas_3-site2    2.053    6    3    2.883    -2.099    1.511    1.935    -0.647    2.0    0.667    0.42    0.396    0.666    0.562    0.59
H-MgO_6_SiO2_3_Andreas_3-site3    2.055    6    2    2.883    -1.196    1.37    1.764    -0.569    2.0    0.5    0.719    0.501    0.69    0.828    0.728
H-MgO_6_SiO2_3_Andreas_3-site5    1.892    6    2    2.883    -1.769    1.397    1.778    -0.602    2.0    0.5    0.716    0.501    0.693    0.828    0.724
H-MgO_6_SiO2_3_Andreas_3-site6    1.006    6    3    2.883    -2.556    1.508    1.862    -0.605    2.0    0.667    0.462    0.198    0.705    0.702    0.402
H-MgO_6_SiO2_3_Andreas_3-site8    1.074    6    3    2.883    -2.706    1.525    1.882    -0.658    2.0    0.667    0.287    0.399    0.768    0.531    0.446
H-MgO_6_SiO2_3_Escatllar-site0    1.217    6    3    3.45    -3.485    2.046    1.843    -0.385    2.0    0.333    0.329    0.472    0.676    0.505    0.64
H-MgO_6_SiO2_3_Escatllar-site10    1.796    6    2    3.45    -1.516    1.418    1.777    -0.591    2.0    0.5    0.647    0.52    0.786    0.799    0.604
H-MgO_6_SiO2_3_Escatllar-site12    1.652    6    3    3.45    -1.031    0.782    1.927    -0.909    2.0    1.0    0.489    0.158    0.683    0.724    0.431
H-MgO_6_SiO2_3_Escatllar-site14    1.105    6    3    3.45    -2.505    1.581    1.883    -0.651    2.0    0.667    0.349    0.405    0.718    0.541    0.551
H-MgO_6_SiO2_3_Escatllar-site16    1.42    6    3    3.45    -2.246    1.485    1.919    -0.631    2.0    0.667    0.544    0.127    0.621    0.738    0.526
H-MgO_6_SiO2_3_Escatllar-site18    1.047    6    3    3.45    -2.647    1.448    1.945    -0.683    2.0    0.667    0.524    0.159    0.644    0.724    0.498
H-MgO_6_SiO2_3_Escatllar-site2    1.232    6    2    3.45    -1.63    1.439    1.761    -0.608    2.0    0.5    0.598    0.558    0.828    0.741    0.572
H-MgO_6_SiO2_3_Escatllar-site20    1.184    6    2    3.45    -1.733    1.389    1.792    -0.61    2.0    0.5    0.654    0.516    0.778    0.806    0.614
H-MgO_6_SiO2_3_Escatllar-site4    1.715    6    2    3.45    -1.334    1.427    1.777    -0.584    2.0    0.5    0.693    0.501    0.727    0.827    0.681
H-MgO_6_SiO2_3_Escatllar-site6    1.691    6    3    3.45    -1.249    0.799    1.939    -0.953    2.0    1.0    0.419    0.28    0.721    0.652    0.431
H-MgO_6_SiO2_3_Escatllar-site8    1.213    6    2    3.45    -1.565    1.444    1.779    -0.593    2.0    0.5    0.606    0.55    0.822    0.753    0.573
H-MgO_6_SiO2_6_Andreas_0-site1    0.641    6    3    3.378    -3.087    1.435    1.922    -0.647    1.0    0.667    0.547    0.086    0.619    0.752    0.524
H-MgO_6_SiO2_6_Andreas_0-site11    -0.147    6    2    3.378    -3.836    1.837    1.68    -0.378    1.0    0.0    0.697    0.501    0.722    0.828    0.688
H-MgO_6_SiO2_6_Andreas_0-site12    1.131    6    3    3.378    -2.146    1.446    1.9    -0.625    1.0    0.667    0.474    0.247    0.682    0.67    0.475
H-MgO_6_SiO2_6_Andreas_0-site13    1.039    6    2    3.378    -1.739    1.457    1.739    -0.644    1.0    0.5    0.512    0.648    0.85    0.613    0.655
H-MgO_6_SiO2_6_Andreas_0-site14    1.191    6    3    3.378    -4.495    1.902    1.824    -0.451    1.0    0.333    0.231    0.545    0.641    0.516    0.673
H-MgO_6_SiO2_6_Andreas_0-site15    -0.353    6    3    3.378    -4.507    2.038    1.839    -0.347    1.0    0.333    0.314    0.425    0.727    0.526    0.553
H-MgO_6_SiO2_6_Andreas_0-site16    0.125    6    2    3.378    -3.225    1.838    1.684    -0.391    1.0    0.0    0.692    0.501    0.73    0.827    0.678
H-MgO_6_SiO2_6_Andreas_0-site19    1.136    6    2    3.378    -2.452    1.333    1.779    -0.582    1.0    0.5    0.71    0.5    0.703    0.829    0.713
H-MgO_6_SiO2_6_Andreas_0-site20    1.222    6    2    3.378    -1.148    1.362    1.788    -0.568    1.0    0.5    0.694    0.501    0.726    0.828    0.683
H-MgO_6_SiO2_6_Andreas_0-site23    0.425    6    3    3.378    -3.145    1.571    1.89    -0.654    1.0    0.667    0.318    0.425    0.718    0.543    0.553
H-MgO_6_SiO2_6_Andreas_0-site24    0.852    6    2    3.378    -2.647    1.44    1.733    -0.65    1.0    0.5    0.509    0.651    0.849    0.608    0.66
H-MgO_6_SiO2_6_Andreas_0-site28    0.901    6    3    3.378    -3.303    1.523    1.886    -0.655    1.0    0.667    0.326    0.456    0.693    0.506    0.62
H-MgO_6_SiO2_6_Andreas_0-site29    1.033    6    3    3.378    -2.529    1.531    1.887    -0.604    1.0    0.667    0.37    0.407    0.702    0.538    0.572
H-MgO_6_SiO2_6_Andreas_0-site5    1.323    6    3    3.378    -3.864    1.905    1.827    -0.451    1.0    0.333    0.284    0.496    0.672    0.52    0.639
H-MgO_6_SiO2_6_Andreas_0-site6    0.413    6    2    3.378    -2.737    1.429    1.766    -0.615    1.0    0.5    0.501    0.66    0.848    0.598    0.673
H-MgO_6_SiO2_6_Andreas_0-site8    1.057    6    2    3.378    -1.526    1.346    1.814    -0.572    1.0    0.5    0.717    0.501    0.693    0.828    0.725
H-MgO_6_SiO2_6_Andreas_0-site9    0.639    6    2    3.378    -2.151    1.394    1.767    -0.576    1.0    0.5    0.627    0.533    0.805    0.779    0.584
H-MgO_6_SiO2_6_Andreas_1-site0    1.789    6    2    2.953    -1.969    1.392    1.771    -0.571    1.0    0.5    0.727    0.502    0.676    0.825    0.744
H-MgO_6_SiO2_6_Andreas_1-site1    0.969    6    2    2.953    -2.961    1.48    1.823    -0.675    1.0    0.5    0.47    0.696    0.837    0.561    0.725
H-MgO_6_SiO2_6_Andreas_1-site10    1.273    6    2    2.953    -1.697    1.416    1.738    -0.624    1.0    0.5    0.579    0.576    0.838    0.713    0.577
H-MgO_6_SiO2_6_Andreas_1-site11    1.367    6    2    2.953    -2.516    1.44    1.75    -0.635    1.0    0.5    0.583    0.572    0.836    0.72    0.575
H-MgO_6_SiO2_6_Andreas_1-site13    1.487    6    3    2.953    -2.914    1.543    1.924    -0.631    1.0    0.667    0.379    0.462    0.639    0.545    0.638
H-MgO_6_SiO2_6_Andreas_1-site16    1.176    6    3    2.953    -2.371    1.532    1.911    -0.593    1.0    0.667    0.409    0.379    0.695    0.553    0.553
H-MgO_6_SiO2_6_Andreas_1-site18    0.32    6    3    2.953    -4.191    2.056    1.859    -0.391    1.0    0.333    0.198    0.541    0.653    0.554    0.614
H-MgO_6_SiO2_6_Andreas_1-site22    1.241    6    3    2.953    -1.95    1.462    1.91    -0.61    1.0    0.667    0.453    0.303    0.679    0.638    0.524
H-MgO_6_SiO2_6_Andreas_1-site24    0.251    6    2    2.953    -4.33    1.969    1.652    -0.384    1.0    0.0    0.537    0.62    0.85    0.65    0.617
H-MgO_6_SiO2_6_Andreas_1-site27    1.386    6    3    2.953    -3.824    1.957    1.825    -0.377    1.0    0.333    0.248    0.521    0.673    0.478    0.677
H-MgO_6_SiO2_6_Andreas_1-site29    1.371    6    2    2.953    -1.218    1.345    1.788    -0.576    1.0    0.5    0.699    0.5    0.719    0.829    0.692
H-MgO_6_SiO2_6_Andreas_1-site3    0.31    6    2    2.953    -3.406    1.838    1.691    -0.421    1.0    0.0    0.707    0.5    0.707    0.829    0.707
H-MgO_6_SiO2_6_Andreas_1-site4    0.131    6    3    2.953    -3.38    1.577    1.884    -0.617    1.0    0.667    0.319    0.406    0.731    0.563    0.511
H-MgO_6_SiO2_6_Andreas_1-site5    -0.047    6    3    2.953    -4.293    2.064    1.811    -0.328    1.0    0.333    0.3    0.422    0.739    0.527    0.528
H-MgO_6_SiO2_6_Andreas_1-site6    1.088    6    2    2.953    -1.508    1.342    1.81    -0.571    1.0    0.5    0.726    0.502    0.679    0.826    0.741
H-MgO_6_SiO2_6_Andreas_1-site7    0.874    6    3    2.953    -2.881    1.435    1.945    -0.663    1.0    0.667    0.554    0.049    0.61    0.76    0.534
